Cow No.,Cow Name,Group No.,Previous Group No.,Group Change Date,Days Since Group Change,Sex,Days In Pregnancy,Insem Date,Breed,Transp. No.,No. of Lact.,Days In Milk,Cull flagged,Birth Date,Age Years,Age Months,Age Days,Group No.,Breeding Status,Breeding State (Code),Preg Check Date,Tot. Milk Yest.,Yield This Week ,Milk Last Month,Milk This Month,Monthly Milk Jan,Monthly Milk Feb,Monthly Milk Mar,Monthly Milk April,Monthly Milk May,Monthly Milk June,Monthly Milk July,Monthly Milk Aug,Monthly Milk Sept,Monthly Milk Oct,Monthly Milk Nov,Monthly Milk Dec,Breeding State,Pregnant,Preg. Check Count,Preg Check Date,Abortion Date,Calving Interval,Number Calf 1,Number Calf 2,Sex Calf 1,Sex Calf 2,Days Since Calving,Last Calving Month,Calved Date,Delivery
5975,-,7,5,22.06.19,54,Female,103,22.05.01,Holstein,397,6,421,-,14.06.18,8.2,97.8,2977,7,Pregnant,4,22.08.01,25.3,149.8,831,278,1297,1093,1154,1070,1096,700,831,278,1602,1560,1440,1377,Conf. Dry Off,Yes,2,22.08.01,-,595,1875,-,Female,-,421,Jun,21.06.17,Easy
5981,-,80,75,22.07.23,20,Female,264,21.11.21,Holstein,2858,6,271,-,14.06.20,8.1,97.7,2975,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,1268,935,1099,1047,958,488,0,0,28,1157,1360,1293,Conf. Step  Up,Yes,2,22.02.21,-,330,2228,-,Female,-,317,Sep,21.09.29,-
5983,-,199,190,22.08.02,10,Female,0,22.03.21,Holstein,-,6,397,Yes,14.06.21,8.1,97.7,2974,199,"Cull, Not Pregnant",1,22.02.23,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.02.23,-,530,1911,-,Female,-,397,Jul,21.07.11,-
5984,-,5,4,22.07.31,12,Female,0,22.06.29,Holstein,5340,6,305,-,14.06.21,8.1,97.7,2974,5,Pregnant (1st Preg Check),3,22.08.06,31.5,180.9,924,315,1218,792,860,1029,1073,1001,924,315,0,809,1573,1574,2nd Pregn. Check,-,1,22.08.06,-,538,2263,-,Female,-,305,Oct,21.10.11,-
5986,-,2,22,22.07.31,12,Female,0,22.07.28,Holstein,6522,6,86,-,14.06.21,8.1,97.7,2974,2,Bred,1,-,43.2,255.8,1545,486,900,647,0,0,522,1488,1545,486,1100,1100,1009,888,Inseminate,-,0,-,-,348,13110,-,Male,-,86,May,22.05.18,-
5997,-,2,22,22.07.31,12,Female,0,22.07.27,Holstein,8333,6,81,-,14.06.27,8.1,97.5,2968,2,Bred,1,-,44,296.6,1501,552,0,0,0,0,263,1068,1501,552,564,473,312,13,Inseminate,-,0,-,-,342,2826,-,Female,-,81,May,22.05.23,-
5999,-,199,190,22.02.01,192,Female,0,21.07.28,Holstein,-,4,843,Yes,14.06.28,8.1,97.5,2967,199,"Cull, Not Pregnant",1,21.07.09,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.07.09,-,740,10933,-,Male,-,843,Apr,20.04.21,Easy
6002,-,3,40,22.08.07,5,Female,0,22.08.06,Holstein,1508,7,169,-,14.06.28,8.1,97.5,2967,3,Bred,1,22.07.04,36.8,213.3,1198,387,0,76,1171,1345,1328,1252,1198,387,1002,926,677,383,Inseminate,-,0,22.07.04,-,440,12880,-,Male,-,169,Feb,22.02.24,Easy
6005,-,6,5,22.07.31,12,Female,0,22.06.07,Holstein,1577,5,309,-,14.06.28,8.1,97.5,2967,6,Open,1,22.07.13,26,183,1042,339,1206,1074,1205,1178,1222,1107,1042,339,0,510,1099,1201,Inseminate,-,0,22.07.13,-,520,2252,-,Female,-,309,Oct,21.10.07,Easy
6008,-,6,5,22.07.31,12,Female,0,22.07.05,Holstein,4868,6,278,-,14.06.30,8.1,97.4,2965,6,Bred,2,22.06.15,28.9,179.6,1064,332,1549,1151,1167,1179,1168,1116,1064,332,305,0,925,1609,Pregn. Check,-,0,22.06.15,-,517,2342,-,Female,-,278,Nov,21.11.07,Easy
6012,-,4,3,22.07.31,12,Female,158,22.03.07,Holstein,5518,6,277,-,14.06.30,8.1,97.4,2965,4,Pregnant,4,22.05.30,40.4,245.6,1445,459,1680,1546,1685,1551,1552,1417,1445,459,305,0,897,1745,Conf. Dry Off,Yes,2,22.05.30,-,396,2345,-,Female,-,277,Nov,21.11.08,Easy
6015,-,3,2,22.07.31,12,Female,0,22.07.06,Holstein,1214,5,123,-,14.07.01,8.1,97.4,2964,3,Bred,2,-,43.5,238.1,1385,424,0,0,0,826,1506,1504,1385,424,386,427,373,16,Pregn. Check,-,0,-,-,363,2723,-,Female,-,123,Apr,22.04.11,-
6022,-,7,6,22.07.21,22,Female,0,22.06.22,Holstein,712,5,361,-,14.07.03,8.1,97.3,2962,7,Open,1,22.05.11,14.1,81.3,547,168,1197,970,1018,971,793,676,547,168,1199,1294,1255,1264,Inseminate,-,0,22.05.11,-,587,12236,-,Male,-,361,Aug,21.08.16,-
6024,-,2,22,22.07.31,12,Female,0,-,Holstein,3053,6,58,-,14.07.04,8.1,97.3,2961,2,Fresh,1,-,47.3,281.3,1505,519,1372,1148,1161,413,0,477,1505,519,1394,1344,1311,1335,Inseminate,-,0,-,-,-,2873,-,Female,-,58,Jun,22.06.15,Easy
6026,-,80,75,22.07.16,27,Female,277,21.11.08,Holstein,419,5,331,-,14.07.05,8.1,97.2,2960,80,"Pregnant, Dry",5,22.02.07,-,-,0,0,1286,1168,1183,1127,1045,330,0,0,1490,1476,1273,1191,Conf. Step  Up,Yes,2,22.02.07,-,388,-,-,-,-,388,Jul,21.07.20,-
6028,-,2,22,22.07.31,12,Female,0,22.08.11,Holstein,5172,7,61,-,14.07.06,8.1,97.2,2959,2,Bred,1,-,56.2,356.7,1739,658,940,636,299,0,0,737,1739,658,1395,1330,1163,1094,Inseminate,-,0,-,-,337,13173,-,Male,-,61,Jun,22.06.12,Easy
6030,-,190,99,22.08.08,4,Female,0,22.04.11,Holstein,-,6,222,Yes,14.07.06,8.1,97.2,2959,190,"Cull, Not Pregnant",1,22.05.19,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.05.19,-,376,12750,-,Male,-,222,Jan,22.01.02,-
6034,-,199,190,22.03.01,164,Female,0,21.10.21,Holstein,-,4,723,Yes,14.07.08,8.1,97.1,2957,199,"Cull, Not Pregnant",1,21.11.27,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.11.27,-,705,1164,-,Female,-,723,Aug,20.08.19,Easy
6040,-,5,4,22.07.31,12,Female,0,22.06.16,Holstein,5054,5,345,-,14.07.11,8.1,97.1,2954,5,Open (Aborted),1,22.06.16,33.8,201.3,1041,353,1586,1346,1488,1353,1315,1145,1041,353,1447,1692,1652,1602,Inseminate,-,0,22.06.16,22.04.05,565,12301,-,Male,-,345,Sep,21.09.01,-
6041,-,199,190,22.03.01,164,Female,0,20.12.23,Holstein,-,5,727,Yes,14.07.11,8.1,97.1,2954,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,407,11233,-,Male,-,727,Aug,20.08.15,Easy
6054,-,5,4,22.07.31,12,Female,181,22.02.12,Holstein,6347,5,309,-,14.07.17,8.1,96.9,2948,5,Pregnant,4,22.05.16,26.7,145.1,1053,284,1263,1065,1326,1004,1253,1164,1053,284,0,958,1693,1502,Conf. Dry Off,Yes,2,22.05.16,-,405,2253,-,Female,-,309,Oct,21.10.07,Easy
6056,-,7,70,22.06.03,70,Female,186,22.02.07,Holstein,6268,5,590,-,14.07.19,8.1,96.8,2946,7,Pregnant,4,22.05.02,12.2,75.5,479,146,898,542,577,481,449,410,479,146,1100,1098,972,940,Conf. Dry Off,Yes,2,22.05.02,-,681,11752,-,Male,-,590,Dec,20.12.30,Easy
6057,-,3,2,22.07.31,12,Female,0,22.07.27,Holstein,2860,5,149,-,14.07.17,8.1,96.9,2948,3,Bred,1,-,45,277.3,1627,527,0,0,498,1469,1653,1675,1627,527,1029,971,746,418,Inseminate,-,0,-,-,410,12933,-,Male,-,149,Mar,22.03.16,Normal
6058,-,199,190,22.05.01,103,Female,0,22.01.05,Holstein,-,5,610,Yes,14.07.18,8.1,96.8,2947,199,"Cull, Not Pregnant",1,21.12.18,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.12.18,-,668,1512,-,Female,-,610,Dec,20.12.10,Easy
6060,-,3,2,22.07.31,12,Female,0,22.07.16,Holstein,5897,6,115,-,14.07.20,8.1,96.8,2945,3,Bred,1,-,28.9,190.9,1307,389,577,196,0,448,1348,1230,1307,389,972,909,815,736,Inseminate,-,0,-,-,365,2749,-,Female,-,115,Apr,22.04.19,-
6061,-,199,190,22.02.01,192,Female,0,-,Holstein,-,5,243,Yes,14.07.20,8.1,96.8,2945,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,-,-,-,-,-,243,Dec,21.12.12,-
6063,-,1,80,22.08.10,2,Female,0,-,Holstein,1141,5,3,-,14.07.20,8.1,96.8,2945,1,Fresh,0,-,12.9,15,0,15,1720,1476,1502,1347,1303,236,0,15,1459,1805,1837,1830,Report Heat,-,0,-,-,-,3025,-,Male,-,3,Aug,22.08.09,Easy
6065,-,5,4,22.07.31,12,Female,0,22.05.25,Holstein,9830,6,297,-,14.07.21,8.1,96.7,2944,5,Pregnant (1st Preg Check),3,22.07.11,26.4,171.8,1042,319,1452,1153,1317,1151,1135,1048,1042,319,0,416,1437,1640,2nd Pregn. Check,-,1,22.07.11,-,495,12517,-,Male,-,297,Oct,21.10.19,Hard
6069,-,2,22,22.07.31,12,Female,0,-,Holstein,4694,6,53,-,14.07.24,8.1,96.6,2941,2,Fresh,1,-,52,296.8,1560,550,1158,969,1040,346,0,408,1560,550,1535,1419,1314,1302,Inseminate,-,0,-,-,-,13210,-,Male,-,53,Jun,22.06.20,-
6081,-,3,2,22.07.31,12,Female,0,22.05.25,Holstein,4607,6,164,-,14.07.29,8,96.5,2936,3,Pregnant (1st Preg Check),3,22.07.11,30.7,195.2,1021,360,340,0,897,1093,1168,1040,1021,360,1108,1069,973,906,2nd Pregn. Check,-,1,22.07.11,-,362,-,-,-,-,164,Mar,22.03.01,-
6089,-,6,5,22.07.31,12,Female,0,22.05.14,Holstein,684,5,341,-,14.08.01,8,96.4,2933,6,Pregnant (1st Preg Check),3,22.06.27,29.6,159.5,897,295,1147,950,1021,993,1010,997,897,295,874,1271,1199,1203,2nd Pregn. Check,-,1,22.06.27,-,528,12333,-,Male,-,341,Sep,21.09.05,-
6094,-,22,1,22.08.01,11,Female,0,-,Holstein,452,6,36,-,14.08.04,8,96.3,2930,22,Fresh,0,-,56.5,336.6,1199,615,834,645,578,117,0,0,1199,615,1352,1341,1030,864,Report Heat,-,0,-,-,-,2921,-,Female,-,36,Jul,22.07.07,-
6100,-,6,5,22.07.31,12,Female,0,22.06.20,Holstein,5049,4,549,-,14.08.08,8,96.1,2926,6,Open,1,22.07.30,33.4,184.4,1013,335,1098,833,1084,1095,1100,1025,1013,335,1416,1293,1241,1139,Inseminate,-,0,22.07.30,-,773,1633,-,Female,-,549,Feb,21.02.09,-
6103,-,7,6,22.07.13,30,Female,0,22.04.08,Holstein,1327,5,286,-,14.08.10,8,96.1,2924,7,Open,1,22.05.19,11.9,74.9,518,156,1468,1170,1293,1106,865,630,518,156,0,40,1140,1378,Inseminate,-,0,22.05.19,-,437,12559,-,Male,-,286,Oct,21.10.30,-
6105,-,50,7,22.08.11,1,Female,213,22.01.11,Holstein,1589,5,325,-,14.08.11,8,96,2923,50,Pregnant,4,22.04.04,20.8,124.9,966,262,1516,1289,1241,1205,1211,1109,966,262,334,1379,1526,1612,Conf. Dry Off,Yes,2,22.04.04,-,389,12407,-,Male,-,325,Sep,21.09.21,Easy
6106,-,4,3,22.07.31,12,Female,0,22.08.05,Holstein,6716,5,246,-,14.08.12,8,96,2922,4,Bred,1,22.05.11,41.8,266.3,1576,509,1896,1634,1649,1588,1648,1580,1576,509,998,230,0,921,Inseminate,-,0,22.05.11,-,516,12687,-,Male,-,246,Dec,21.12.09,Easy
6112,-,2,22,22.07.31,12,Female,0,-,Holstein,2741,5,78,-,14.08.16,8,95.9,2918,2,Fresh,1,-,48.1,286.2,1456,537,626,217,0,0,195,1240,1456,537,928,854,814,728,Inseminate,-,0,-,-,-,13132,-,Male,-,78,May,22.05.26,-
6113,-,199,190,22.05.01,103,Female,0,21.12.29,Holstein,-,5,377,Yes,14.08.16,8,95.9,2918,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,428,-,-,-,-,377,Jul,21.07.31,-
6116,-,3,2,22.07.31,12,Female,0,22.06.05,Holstein,3256,6,167,-,14.08.18,8,95.8,2916,3,Pregnant (1st Preg Check),3,22.07.14,38.1,241.4,1468,434,0,0,1136,1497,1652,1534,1468,434,746,562,110,0,2nd Pregn. Check,-,1,22.07.14,-,376,2629,-,Female,-,167,Feb,22.02.26,-
6117,-,199,190,22.07.02,41,Female,0,-,Holstein,-,7,99,Yes,14.08.17,8,95.8,2917,199,"Cull, Not Pregnant",1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,-,-,-,13091,-,Male,-,99,May,22.05.05,Hard
6118,-,5,6,22.08.10,2,Female,0,21.12.18,Holstein,2731,5,345,-,14.08.17,8,95.8,2917,5,Aborted,1,22.03.15,34.4,200.4,1009,374,1407,1244,1407,1355,1439,1362,1009,374,1371,1329,1437,1417,Inseminate,-,0,22.03.15,22.07.18,385,12304,-,Male,-,345,Sep,21.09.01,-
6120,-,22,1,22.08.01,11,Female,0,-,Holstein,3045,6,33,-,14.08.17,8,95.8,2917,22,Fresh,0,-,49,263.9,944,515,612,554,323,0,0,0,944,515,1196,1092,966,782,Report Heat,-,0,-,-,-,13258,-,Male,-,33,Jul,22.07.10,Easy
6124,-,199,190,22.03.31,134,Female,0,22.01.01,Holstein,-,5,638,Yes,14.08.19,8,95.8,2915,199,"Cull, Not Pregnant",1,22.02.12,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.02.12,-,692,11613,-,Male,-,638,Nov,20.11.12,-
6131,-,5,4,22.07.31,12,Female,162,22.03.03,Holstein,6999,5,368,-,14.08.21,8,95.7,2913,5,Pregnant,4,22.05.30,36.5,200.1,1105,372,1228,1056,1127,1086,1105,1124,1105,372,1459,1376,1269,1269,Conf. Dry Off,Yes,2,22.05.30,-,483,12194,-,Male,-,368,Aug,21.08.09,-
6132,-,199,190,22.03.01,164,Female,0,21.09.17,Holstein,-,5,641,Yes,14.08.21,8,95.7,2913,199,"Cull, Not Pregnant",1,21.11.06,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,21.11.06,-,589,1430,-,Female,-,641,Nov,20.11.09,Hard
6134,-,6,5,22.07.31,12,Female,0,22.07.02,Holstein,3407,6,341,-,14.08.21,8,95.7,2913,6,Open,1,22.06.01,12.5,125.7,668,241,1007,819,865,870,843,725,668,241,929,1324,1202,1227,Inseminate,-,0,22.06.01,-,577,12332,-,Male,-,341,Sep,21.09.05,-
6135,-,4,3,22.07.31,12,Female,0,22.07.04,Holstein,1466,6,215,-,14.08.22,8,95.7,2912,4,Bred,2,22.07.04,38.6,238.4,1450,449,983,1638,1734,1653,1651,1471,1450,449,1054,891,79,0,Pregn. Check,-,0,22.07.04,-,453,-,-,-,-,215,Jan,22.01.09,-
6139,-,199,190,22.05.01,103,Female,0,22.01.08,Holstein,-,4,720,Yes,14.08.23,8,95.6,2911,199,"Cull, Not Pregnant",1,22.01.08,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.01.08,-,781,1175,1176,Female,Female,720,Aug,20.08.22,Easy
6156,-,75,50,22.08.11,1,Female,219,22.01.05,Holstein,6832,5,377,-,14.08.30,8,95.4,2904,75,"Pregnant, Dry",5,22.03.30,14.5,101.6,1004,240,1461,1354,1445,1398,1340,1153,1004,240,1560,1569,1520,1532,Conf. Step  Up,Yes,2,22.03.30,-,436,1981,1982,Female,Female,378,Jul,21.07.30,Hard
6174,-,199,190,22.08.02,10,Female,0,22.07.03,Holstein,-,5,425,Yes,14.09.03,7.9,95.3,2900,199,"Cull, Not Pregnant",2,22.06.20,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pregn. Check,-,0,22.06.20,-,662,12078,-,Male,-,425,Jun,21.06.13,Easy
6178,-,199,190,22.08.02,10,Female,0,22.04.04,Holstein,-,6,212,Yes,14.09.06,7.9,95.2,2897,199,"Cull, Not Pregnant",1,22.07.03,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.07.03,-,359,2501,-,Female,-,212,Jan,22.01.12,Easy
6179,-,3,2,22.07.31,12,Female,0,22.08.07,Holstein,1685,6,197,-,14.09.06,7.9,95.2,2897,3,Bred,1,22.05.04,29.6,164.3,986,302,95,1040,1400,1380,1259,1093,986,302,493,381,0,0,Inseminate,-,0,22.05.04,-,469,2545,-,Female,-,197,Jan,22.01.27,-
6181,-,6,5,22.07.31,12,Female,0,22.06.09,Holstein,6399,4,332,-,14.09.08,7.9,95.1,2895,6,Pregnant (1st Preg Check),3,22.07.23,24.5,134.7,885,258,1568,1351,1438,1291,1226,1043,885,258,590,1767,1813,1556,2nd Pregn. Check,-,1,22.07.23,-,545,12386,-,Male,-,332,Sep,21.09.14,Easy
6183,-,6,5,22.07.31,12,Female,119,22.04.15,Holstein,1166,6,300,-,14.09.10,7.9,95,2893,6,Pregnant,4,22.07.16,23,152.5,874,279,1249,1067,1124,1057,1043,945,874,279,0,552,1310,1309,Conf. Dry Off,Yes,2,22.07.16,-,458,12497,-,Male,-,300,Oct,21.10.16,-
6187,-,4,3,22.07.31,12,Female,135,22.03.30,Holstein,3111,5,233,-,14.09.14,7.9,94.9,2889,4,Pregnant,4,22.06.20,30.2,179.7,1091,334,1476,1328,1498,1435,1392,1184,1091,334,414,80,0,298,Conf. Dry Off,Yes,2,22.06.20,-,375,2435,-,Female,-,233,Dec,21.12.22,Easy
6188,-,4,3,22.07.31,12,Female,0,22.08.03,Holstein,12459,4,253,-,14.09.15,7.9,94.9,2888,4,Bred,1,22.07.14,30.4,188.8,1123,345,1763,1371,1444,1370,1282,1168,1123,345,460,0,0,1257,Inseminate,-,0,22.07.14,-,521,2396,-,Female,-,253,Dec,21.12.02,Easy
6191,-,80,75,22.07.23,20,Female,271,21.11.14,Holstein,2306,4,466,-,14.09.19,7.9,94.8,2884,80,"Pregnant, Dry",5,22.01.13,-,-,0,0,135,0,0,0,0,0,0,0,786,712,505,343,Conf. Step  Up,Yes,2,22.01.13,-,683,11477,-,Male,-,677,Oct,20.10.04,Easy
6194,-,75,50,22.08.11,1,Female,223,22.01.01,Holstein,7994,5,579,-,14.09.22,7.9,94.7,2881,75,"Pregnant, Dry",5,22.03.30,6,43.6,419,101,738,565,620,493,443,428,419,101,990,1018,975,789,Conf. Step  Up,Yes,2,22.03.30,-,634,-,-,-,-,580,Jan,21.01.09,Easy
6199,-,2,22,22.07.31,12,Female,0,22.07.31,Holstein,4748,5,93,-,14.09.24,7.9,94.6,2879,2,Bred,1,22.07.31,49.2,279.4,1624,518,108,0,0,0,846,1526,1624,518,794,749,550,347,Inseminate,-,0,22.07.31,-,358,2799,-,Female,-,93,May,22.05.11,-
6201,-,4,3,22.07.31,12,Female,0,22.07.17,Holstein,5729,5,254,-,14.09.26,7.9,94.5,2877,4,Open,1,22.07.14,31.5,208.7,1170,382,1727,1491,1290,1155,1271,1150,1170,382,643,22,0,1371,Inseminate,-,0,22.07.14,-,505,12668,-,Male,-,254,Dec,21.12.01,-
6202,-,75,50,22.07.16,27,Female,231,21.12.24,Holstein,6328,5,436,-,14.09.26,7.9,94.5,2877,75,"Pregnant, Dry",5,22.03.15,-,-,103,0,1399,1083,1137,1059,1043,657,103,0,1628,1595,1443,1400,Conf. Step  Up,Yes,2,22.03.15,-,509,12029,-,Male,-,463,May,21.05.06,Easy
6203,-,7,6,22.07.13,30,Female,204,22.01.20,Holstein,7187,6,284,-,14.09.28,7.9,94.5,2875,7,Pregnant,4,22.04.11,20.3,109.3,690,215,1255,1074,1150,1084,926,826,690,215,200,0,976,1263,Conf. Dry Off,Yes,2,22.04.11,-,357,12569,-,Male,-,284,Nov,21.11.01,-
6205,-,3,2,22.07.31,12,Female,0,22.08.01,Holstein,10368,5,174,-,14.09.28,7.9,94.5,2875,3,Bred,1,22.07.30,37.1,223.8,1198,421,0,323,1555,1316,1428,1217,1198,421,808,583,306,14,Inseminate,-,0,22.07.30,-,440,12859,-,Male,-,174,Feb,22.02.19,-
6206,-,7,5,22.07.28,15,Female,0,22.05.18,Holstein,269,5,368,-,14.09.28,7.9,94.5,2875,7,Open,1,22.07.04,9.9,52.3,617,114,1225,1043,1083,986,1013,941,617,114,1371,1372,1361,1352,Inseminate,-,0,22.07.04,-,559,2028,-,Female,-,368,Aug,21.08.09,-
6208,-,6,5,22.07.31,12,Female,93,22.05.11,Holstein,3003,6,334,-,14.09.28,7.9,94.5,2875,6,Pregnant,4,22.08.01,24.9,151.9,869,276,1536,1240,1263,1014,1124,983,869,276,736,1628,1622,1610,Conf. Dry Off,Yes,2,22.08.01,-,518,2180,-,Female,-,334,Sep,21.09.12,-
6210,-,3,70,22.08.01,11,Female,133,22.04.01,Holstein,578,6,237,-,14.09.29,7.9,94.4,2874,3,Pregnant,4,22.06.20,38.5,228.6,1324,418,1572,1524,1633,1646,1607,1425,1324,418,812,301,0,400,Conf. Dry Off,Yes,2,22.06.20,-,381,12708,-,Male,-,237,Dec,21.12.18,Easy
6214,-,40,1,22.08.11,1,Female,0,-,Holstein,4647,6,4,-,14.09.30,7.9,94.4,2873,40,Fresh,0,-,21.7,60.1,0,60,1324,1095,1028,751,525,105,0,60,1586,1541,1459,1403,Report Heat,-,0,-,-,-,13377,-,Male,-,4,Aug,22.08.08,-
6216,-,4,3,22.07.31,12,Female,0,22.07.22,Holstein,6104,4,273,-,14.09.30,7.9,94.4,2873,4,Bred,1,22.03.31,32.9,203.6,1280,396,1339,1083,1245,1197,1415,1238,1280,396,1,0,631,1364,Inseminate,-,0,22.03.31,-,529,12609,-,Male,-,273,Nov,21.11.12,Easy
6219,-,5,4,22.07.31,12,Female,179,22.02.14,Holstein,1984,6,309,-,14.10.02,7.9,94.3,2871,5,Pregnant,4,22.05.16,28.3,149.6,733,266,1402,1206,1301,1197,1140,986,733,266,0,942,1398,1469,Conf. Dry Off,Yes,2,22.05.16,-,407,12470,-,Male,-,309,Oct,21.10.07,-
6221,-,5,4,22.07.31,12,Female,0,22.07.27,Holstein,14057,5,310,-,14.10.02,7.9,94.3,2871,5,Bred (Aborted) ,1,22.03.30,30.5,188.5,1062,347,1464,1280,1400,1294,1271,1177,1062,347,0,1047,1557,1553,Inseminate,-,0,22.03.30,22.04.20,571,2245,-,Female,-,310,Oct,21.10.06,-
6223,-,199,190,22.03.31,134,Female,0,22.01.08,Holstein,-,5,577,Yes,14.10.03,7.9,94.3,2870,199,"Cull, Not Pregnant",1,22.02.22,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.02.22,-,638,11792,-,Male,-,577,Jan,21.01.12,Normal
6234,-,190,40,22.08.02,10,Female,0,22.07.27,Holstein,-,5,106,Yes,14.10.08,7.8,94.1,2865,190,"Cull, Not Pregnant",1,22.07.27,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inseminate,-,0,22.07.27,-,367,2782,-,Female,-,106,Apr,22.04.28,-
6236,-,2,22,22.07.31,12,Female,0,-,Holstein,6506,5,47,-,14.10.08,7.8,94.1,2865,2,Fresh,1,-,44.6,264.1,1144,486,1199,727,1034,690,0,90,1144,486,1527,1445,1416,1341,Inseminate,-,0,-,-,-,2900,-,Female,-,47,Jun,22.06.26,-
6237,-,4,5,22.08.10,2,Female,0,22.07.22,Holstein,916,6,292,-,14.10.08,7.8,94.1,2865,4,Bred,1,22.06.30,35.7,226.4,1241,423,1569,1346,1493,1405,1411,1297,1241,423,0,213,1509,1622,Inseminate,-,0,22.06.30,-,548,12539,-,Male,-,292,Oct,21.10.24,Easy
6240,-,6,5,22.07.31,12,Female,134,22.03.31,Holstein,6568,6,290,-,14.10.10,7.8,94.1,2863,6,Pregnant,4,22.06.20,23.1,128.9,785,248,1381,1179,1190,1143,1092,894,785,248,0,131,1199,1379,Conf. Dry Off,Yes,2,22.06.20,-,433,12545,12546,Male,Male,290,Oct,21.10.26,Easy
6243,-,199,190,22.05.01,103,Female,0,22.04.08,Holstein,-,5,282,Yes,14.10.11,7.8,94,2862,199,"Cull, Not Pregnant",3,22.03.07,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2nd Pregn. Check,-,0,22.03.07,-,433,12574,-,Male,-,282,Nov,21.11.03,-
6247,-,80,75,22.08.02,10,Female,263,21.11.22,Holstein,3156,6,272,-,14.10.11,7.8,94,2862,80,"Pregnant, Dry",5,22.02.21,-,-,0,0,1502,1242,1297,1139,1007,480,0,0,60,1358,1578,1621,Conf. Step  Up,Yes,2,22.02.21,-,332,2223,-,Female,-,318,Sep,21.09.28,-
6248,-,7,6,22.07.20,23,Female,185,22.02.08,Holstein,3266,6,358,-,14.10.12,7.8,94,2861,7,Pregnant,4,22.05.02,10.7,74.5,529,141,1013,843,964,678,680,658,529,141,1171,1180,1100,1077,Conf. Dry Off,Yes,2,22.05.02,-,450,2081,-,Female,-,358,Aug,21.08.19,-
6251,-,7,5,22.06.19,54,Female,208,22.01.16,Holstein,4114,5,335,-,14.10.15,7.8,93.9,2858,7,Pregnant,4,22.04.11,19.2,115.3,723,227,1448,1207,1130,956,901,725,723,227,558,1232,1479,1482,Conf. Dry Off,Yes,2,22.04.11,-,404,12372,-,Male,-,335,Sep,21.09.11,-
6254,-,3,2,22.07.31,12,Female,0,22.07.19,Holstein,5775,5,137,-,14.10.16,7.8,93.9,2857,3,Bred,1,-,34.5,201.4,1223,385,228,0,57,1330,1524,1362,1223,385,936,891,810,658,Inseminate,-,0,-,-,390,12973,-,Male,-,137,Mar,22.03.28,Easy
6255,-,4,5,22.08.10,2,Female,128,22.04.06,Holstein,3709,6,307,-,14.10.16,7.8,93.9,2857,4,Pregnant,4,22.07.02,37.7,225,1226,415,1587,1351,1480,1435,1460,1318,1226,415,1,862,1480,1594,Conf. Dry Off,Yes,2,22.07.02,-,456,2256,-,Female,-,307,Oct,21.10.09,-
6258,-,80,75,22.07.23,20,Female,266,21.11.19,Holstein,9827,5,285,-,14.10.17,7.8,93.8,2856,80,"Pregnant, Dry",5,22.02.07,-,-,0,0,1274,1124,1223,1176,1152,616,0,0,891,1383,1294,1279,Conf. Step  Up,Yes,2,22.02.07,-,348,12368,-,Male,-,337,Sep,21.09.09,Hard
6269,-,75,50,22.07.02,41,Female,243,21.12.12,Holstein,6821,4,606,-,14.10.24,7.8,93.6,2849,75,"Pregnant, Dry",5,22.03.07,-,-,4,0,812,648,610,545,411,246,4,0,1030,949,873,844,Conf. Step  Up,Yes,2,22.03.07,-,681,1416,-,Female,-,647,Nov,20.11.03,Easy
6270,-,4,3,22.07.31,12,Female,0,22.06.16,Holstein,3915,6,219,-,14.10.02,7.9,94.3,2871,4,Pregnant (1st Preg Check),3,22.07.23,33.8,204.1,1146,370,941,1112,1148,1252,1274,1195,1146,370,596,487,71,0,2nd Pregn. Check,-,1,22.07.23,-,439,12755,-,Male,-,219,Jan,22.01.05,-
